applicant_id,group,age,income,history_years,dti,missed_24m,postcode_band,default_24m
11009,B,44,26900.0,8.4,0.32,1,4,0
11010,A,42,28000.0,4.8,0.393,1,2,0
11011,A,40,21500.0,14.6,0.277,0,3,0
11012,B,21,29100.0,4.4,0.532,1,5,0
11013,A,48,26900.0,2.9,0.318,0,2,0
11014,A,38,46400.0,20.6,0.125,0,3,0
11015,A,40,80900.0,9.0,0.29,0,1,0
11016,A,31,50000.0,8.5,0.579,0,5,1
11017,A,41,51800.0,14.5,0.191,1,2,0
11018,A,37,90400.0,11.2,0.316,1,1,0
11019,A,39,58300.0,3.7,0.02,1,1,0
11020,A,46,85900.0,9.6,0.296,0,2,0
11021,B,27,43600.0,6.1,0.396,1,3,0
11022,B,30,49800.0,3.0,0.466,0,4,0
11023,A,21,36000.0,18.1,0.368,0,2,0
11024,B,56,53200.0,19.8,0.502,0,5,0
11025,A,21,42400.0,6.5,0.377,2,2,0
11026,A,31,45000.0,7.1,0.372,0,4,0
11027,A,41,34200.0,5.1,0.241,0,2,0
11028,A,53,27200.0,2.6,0.398,0,4,0
11029,A,21,35800.0,3.5,0.085,1,2,0
11030,A,36,49200.0,10.0,0.303,0,3,1
11031,A,26,40000.0,6.3,0.171,0,1,0
11032,B,39,43700.0,2.8,0.099,0,3,0
11033,A,42,35400.0,12.2,0.133,0,1,0
11034,A,62,27200.0,11.6,0.67,0,1,0
11035,A,59,59800.0,21.5,0.331,0,1,0
11036,A,37,33800.0,8.2,0.402,0,1,0
11037,B,50,20900.0,7.8,0.427,0,5,1
11038,A,36,34300.0,11.3,0.283,0,5,0
11039,A,41,55300.0,14.4,0.458,0,4,0
11040,A,21,21200.0,1.6,0.151,1,1,0
11041,A,39,27500.0,8.5,0.33,2,2,0
11042,B,49,25400.0,3.3,0.297,0,3,0
11043,A,23,14700.0,11.2,0.615,0,4,1
11044,A,33,48300.0,6.5,0.095,0,2,0
11045,B,39,15400.0,3.9,0.445,0,5,0
11046,B,45,71300.0,9.7,0.659,3,4,1
11047,A,51,34400.0,13.8,0.398,0,2,0
11048,A,45,34300.0,4.3,0.349,0,2,0
11049,A,21,24000.0,4.1,0.3,0,2,0
11050,A,50,23500.0,9.9,0.335,0,1,0
11051,A,21,22400.0,7.2,0.297,0,4,1
11052,A,43,20400.0,8.7,0.3,1,1,0
11053,A,50,40500.0,7.9,0.452,0,2,1
11054,A,34,38200.0,4.9,0.277,1,2,1
11055,A,39,22000.0,3.2,0.419,0,2,0
11056,B,32,42700.0,7.6,0.41,0,1,0
11057,B,42,45800.0,1.0,0.29,1,4,1
11058,A,41,54700.0,9.7,0.33,0,5,0
11059,A,44,10600.0,10.3,0.408,0,1,0
11060,A,44,33100.0,14.4,0.144,0,2,0
11061,A,47,51100.0,2.4,0.371,0,4,0
11062,A,52,48000.0,7.6,0.396,1,3,0
11063,A,48,23500.0,6.1,0.147,2,4,0
11064,A,40,48700.0,2.6,0.377,0,3,0
11065,A,40,33400.0,14.0,0.383,0,2,0
11066,A,54,45700.0,9.3,0.385,0,3,0
11067,A,50,38500.0,6.5,0.427,0,1,0
11068,A,21,33000.0,13.0,0.174,0,3,0
11069,A,54,17400.0,19.1,0.549,1,1,1
11070,A,47,45600.0,10.8,0.368,0,1,0
11071,A,44,24300.0,6.6,0.556,0,5,1
11072,A,41,23400.0,11.7,0.064,0,3,0
11073,B,46,38200.0,4.0,0.375,1,4,1
11074,A,43,32200.0,16.2,0.397,1,3,0
11075,A,22,46800.0,6.0,0.354,0,4,0
11076,A,37,18300.0,4.7,0.425,0,1,1
11077,A,27,46800.0,10.5,0.371,0,4,0
11078,A,33,63700.0,8.9,0.451,1,2,0
11079,A,48,52400.0,4.5,0.244,0,1,0
11080,A,24,36700.0,8.2,0.214,0,1,0
11081,A,43,80600.0,9.5,0.289,0,3,0
11082,B,41,23500.0,3.5,0.554,2,5,0
11083,A,38,26300.0,3.0,0.417,0,5,0
11084,A,56,40500.0,5.7,0.496,0,2,0
11085,B,39,31700.0,3.0,0.427,0,4,1
11086,A,44,22600.0,11.9,0.142,0,2,0
11087,A,34,75300.0,3.4,0.213,0,2,0
11088,A,30,46800.0,5.9,0.197,1,1,0
11089,B,34,29400.0,4.3,0.164,0,2,0
11090,A,64,23800.0,2.6,0.513,2,1,1
11091,B,38,39500.0,10.3,0.393,0,2,0
11092,B,43,46800.0,0.8,0.481,0,4,0
11093,A,51,23800.0,16.0,0.149,0,4,0
11094,A,52,48400.0,3.4,0.362,0,2,0
11095,A,36,42300.0,13.5,0.194,0,2,0
11096,A,36,28100.0,8.1,0.192,1,1,0
11097,B,44,10300.0,11.6,0.236,1,5,0
11098,A,52,52400.0,19.8,0.343,0,4,0
11099,A,34,22700.0,10.7,0.404,1,3,0
11100,B,40,24400.0,7.3,0.154,0,3,0
11101,A,24,52300.0,20.4,0.355,1,4,0
11102,A,46,83000.0,13.6,0.357,1,2,0
11103,A,41,49500.0,8.9,0.064,0,2,0
11104,A,27,61900.0,10.3,0.14,0,4,0
11105,A,58,56700.0,3.6,0.338,0,3,0
11106,A,50,42400.0,7.4,0.348,1,1,0
11107,A,45,37800.0,6.5,0.346,0,2,0
11108,A,52,28600.0,12.4,0.119,1,3,0
11109,A,45,62900.0,9.0,0.115,0,1,0
11110,A,45,41100.0,5.7,0.264,0,1,0
11111,A,56,36500.0,18.5,0.216,0,3,0
11112,A,37,32700.0,5.1,0.683,1,1,1
11113,A,41,42300.0,3.6,0.233,2,1,0
11114,A,36,33300.0,7.7,0.266,2,3,0
11115,B,33,31800.0,13.1,0.294,0,4,0
11116,A,46,42100.0,5.2,0.487,0,4,0
11117,A,40,27800.0,17.9,0.385,0,3,0
11118,B,48,29400.0,1.0,0.383,1,4,1
11119,A,39,36600.0,6.4,0.267,0,3,0
11120,B,53,57500.0,13.6,0.324,1,4,0
11121,B,21,21500.0,3.5,0.283,0,5,0
11122,B,21,24200.0,8.8,0.486,0,5,0
11123,A,24,15900.0,7.9,0.129,1,2,0
11124,A,33,66100.0,4.5,0.309,0,2,0
11125,A,29,45800.0,7.6,0.226,0,1,0
11126,B,54,34300.0,4.6,0.344,1,5,1
11127,A,70,37900.0,4.8,0.409,1,2,1
11128,A,33,41600.0,8.4,0.398,2,1,0
11129,A,58,33200.0,7.1,0.349,1,1,1
11130,B,25,34000.0,9.4,0.273,2,4,0
11131,A,35,81800.0,17.2,0.619,1,1,0
11132,A,33,31800.0,7.0,0.403,1,2,0
11133,A,42,33900.0,18.5,0.327,0,4,0
11134,A,21,41700.0,2.3,0.38,2,1,0
11135,B,21,33700.0,13.1,0.761,0,4,1
11136,A,41,35200.0,6.7,0.265,0,1,0
11137,B,61,43600.0,2.1,0.338,0,3,0
11138,A,37,87100.0,9.2,0.3,0,5,0
11139,A,56,28900.0,12.3,0.284,0,4,0
11140,B,43,24300.0,9.5,0.292,1,3,0
11141,A,45,35900.0,11.5,0.517,0,2,0
11142,A,24,22100.0,4.5,0.302,1,1,1
11143,A,31,36100.0,8.0,0.227,1,2,0
11144,A,40,15600.0,9.0,0.418,0,3,0
11145,A,70,31600.0,6.6,0.191,0,2,0
11146,B,46,30300.0,5.7,0.227,0,5,1
11147,B,44,47100.0,12.0,0.21,0,4,0
11148,B,53,68900.0,6.2,0.251,1,5,0
11149,A,38,49600.0,6.5,0.342,0,4,0
11150,A,48,31500.0,6.9,0.432,0,2,0
11151,B,48,15000.0,1.4,0.331,0,4,0
11152,A,32,72700.0,6.1,0.379,0,2,0
11153,A,22,22200.0,4.9,0.582,0,3,1
11154,A,22,67300.0,6.9,0.222,0,3,0
11155,B,22,26900.0,5.8,0.261,0,3,0
11156,A,26,48700.0,4.2,0.278,0,1,0
11157,A,42,26500.0,17.4,0.293,0,2,0
11158,B,33,31800.0,2.7,0.414,0,1,0
11159,A,45,26200.0,7.1,0.323,0,3,0
11160,B,53,38100.0,12.5,0.02,1,5,0
11161,B,47,21400.0,6.9,0.196,1,5,0
11162,A,21,19000.0,1.8,0.192,0,1,0
11163,A,45,34200.0,19.1,0.308,0,1,1
11164,A,47,26600.0,5.4,0.234,0,1,0
11165,A,45,33700.0,10.0,0.21,0,1,0
11166,B,64,22400.0,0.5,0.476,0,4,1
11167,A,40,31400.0,7.2,0.375,2,3,0
11168,A,44,14300.0,4.3,0.604,0,2,1
11169,A,52,11200.0,22.4,0.272,1,2,0
11170,A,27,24900.0,2.4,0.163,0,4,1
11171,A,21,19800.0,11.2,0.307,0,3,0
11172,B,49,25700.0,13.1,0.452,0,4,0
11173,A,46,48200.0,5.2,0.282,1,1,0
11174,A,46,42200.0,7.6,0.113,0,1,0
11175,B,64,28000.0,3.6,0.206,0,3,0
11176,A,26,57600.0,5.4,0.085,0,2,0
11177,A,38,27500.0,13.8,0.188,0,2,0
11178,B,28,39500.0,1.8,0.509,1,1,1
11179,A,35,32900.0,18.5,0.201,0,2,0
11180,A,28,38900.0,13.7,0.383,0,2,0
11181,A,37,53900.0,1.3,0.097,0,1,0
11182,A,55,24900.0,7.4,0.51,1,1,0
11183,A,21,34000.0,12.2,0.28,1,4,0
11184,A,30,25900.0,14.3,0.396,0,2,0
11185,A,46,45700.0,11.0,0.485,0,1,0
11186,B,42,55000.0,7.1,0.27,0,2,0
11187,A,45,44800.0,8.1,0.17,1,4,0
11188,A,57,37200.0,6.8,0.197,0,3,0
11189,A,48,35500.0,15.6,0.241,0,3,0
11190,B,33,40400.0,12.2,0.137,0,5,0
11191,A,33,68000.0,14.6,0.166,0,2,0
11192,B,43,30300.0,14.5,0.542,0,1,0
11193,B,50,15900.0,1.7,0.401,1,1,0
11194,A,29,23300.0,4.1,0.52,2,1,1
11195,A,44,31900.0,8.3,0.255,1,1,0
11196,A,39,22100.0,8.6,0.109,0,4,0
11197,A,33,41100.0,2.6,0.194,0,4,0
11198,A,28,47100.0,4.5,0.308,0,5,0
11199,A,45,44900.0,10.9,0.335,2,3,0
11200,A,55,66200.0,7.7,0.368,0,4,0
11201,A,31,20100.0,17.2,0.213,0,5,0
11202,A,41,39100.0,19.3,0.505,2,2,0
11203,B,54,25100.0,5.8,0.334,0,1,0
11204,A,39,33100.0,7.8,0.446,0,5,1
11205,A,52,20100.0,19.2,0.403,1,2,0
11206,B,55,30700.0,2.0,0.452,1,5,0
11207,A,57,32400.0,7.5,0.342,3,4,0
11208,A,29,31700.0,6.1,0.219,0,1,0
11209,B,47,47200.0,8.7,0.597,0,5,0
11210,A,51,71700.0,10.1,0.182,1,1,0
11211,A,37,37200.0,15.8,0.18,0,3,0
11212,A,68,27600.0,1.0,0.422,2,2,0
11213,B,37,31000.0,12.8,0.248,2,5,1
11214,A,60,45900.0,6.3,0.37,1,3,0
11215,B,45,13500.0,4.4,0.286,1,2,0
11216,A,36,13100.0,1.7,0.266,0,1,0
11217,B,26,23800.0,9.2,0.519,1,4,0
11218,B,38,26400.0,0.6,0.295,1,2,0
11219,A,43,32200.0,3.7,0.44,1,1,1
11220,B,60,60600.0,1.4,0.298,0,3,0
11221,A,44,60200.0,10.4,0.283,0,2,0
11222,A,44,23900.0,5.1,0.142,0,1,0
11223,A,48,31500.0,20.2,0.245,0,1,0
11224,B,46,20600.0,5.9,0.374,0,4,0
11225,B,39,36700.0,4.8,0.241,2,5,0
11226,B,62,53900.0,3.0,0.15,1,3,0
11227,A,55,67100.0,8.0,0.223,0,1,0
11228,A,42,30200.0,16.4,0.184,1,1,0
11229,B,51,22200.0,1.9,0.4,1,4,0
11230,B,54,53900.0,1.3,0.082,0,2,0
11231,A,48,31500.0,8.0,0.392,1,2,0
11232,A,49,60400.0,14.8,0.506,0,1,0
11233,A,21,54700.0,3.6,0.305,0,3,0
11234,A,41,35100.0,1.2,0.382,0,1,1
11235,B,39,24700.0,1.4,0.503,1,4,1
11236,B,34,19600.0,3.4,0.421,1,4,0
11237,A,23,15100.0,5.5,0.545,0,4,1
11238,A,38,21300.0,8.0,0.241,1,5,0
11239,B,37,32200.0,5.4,0.39,1,4,0
11240,A,39,54300.0,7.7,0.068,0,3,0
11241,B,39,36900.0,11.9,0.459,0,4,0
11242,A,28,23300.0,4.7,0.266,1,3,1
11243,A,38,75300.0,4.1,0.165,0,4,0
11244,A,37,41800.0,9.1,0.351,0,2,0
11245,A,34,43000.0,7.3,0.371,0,3,0
11246,A,35,89400.0,13.3,0.466,0,2,0
11247,B,30,16100.0,3.3,0.454,2,3,1
11248,A,32,35200.0,5.9,0.02,0,1,0
11249,A,61,49300.0,6.1,0.259,0,1,0
11250,A,24,70200.0,8.6,0.237,1,1,0
11251,A,21,47300.0,17.8,0.299,0,2,0
11252,A,41,28000.0,9.7,0.41,2,1,1
11253,B,35,39300.0,10.0,0.234,0,4,0
11254,A,31,24200.0,7.5,0.6,1,2,0
11255,A,38,48900.0,18.4,0.3,0,1,0
11256,B,35,50900.0,2.8,0.176,0,3,0
11257,A,25,33100.0,20.2,0.158,0,1,0
11258,B,29,28800.0,1.0,0.431,1,4,0
11259,B,21,36000.0,3.9,0.37,1,1,0
11260,B,48,32000.0,5.3,0.318,1,2,0
11261,B,21,17700.0,2.5,0.599,0,3,0
11262,A,38,71600.0,4.7,0.434,1,3,1
11263,A,52,37800.0,17.4,0.301,0,4,0
11264,A,39,63700.0,11.7,0.504,2,3,1
11265,B,28,22800.0,7.1,0.338,0,3,0
11266,A,42,39900.0,12.1,0.281,1,5,0
11267,A,47,48500.0,6.1,0.337,0,1,1
11268,B,41,21600.0,8.2,0.354,0,4,0
11269,A,42,34900.0,24.8,0.21,0,1,0
11270,A,52,29400.0,3.0,0.253,0,3,0
11271,A,43,58000.0,4.8,0.398,1,1,0
11272,B,50,18300.0,6.1,0.436,0,5,0
11273,A,31,59300.0,6.1,0.388,0,2,0
11274,A,40,26400.0,15.6,0.081,0,5,0
11275,B,44,34100.0,7.0,0.666,1,4,1
11276,A,56,38900.0,9.3,0.148,0,3,0
11277,B,45,57100.0,2.4,0.454,0,3,0
11278,A,51,39000.0,7.5,0.225,0,3,0
11279,A,22,64300.0,8.1,0.211,0,4,0
11280,A,21,27000.0,6.4,0.401,1,2,0
11281,B,24,37000.0,12.2,0.413,0,5,0
11282,A,61,21600.0,11.8,0.369,0,1,0
11283,A,24,32000.0,6.1,0.408,1,1,0
11284,B,43,20600.0,5.7,0.337,1,4,0
11285,A,41,49100.0,9.0,0.199,0,1,0
11286,A,27,55300.0,8.3,0.408,2,1,0
11287,B,38,23600.0,9.1,0.53,0,3,0
11288,A,37,28700.0,25.7,0.357,1,1,0
11289,B,52,29200.0,8.7,0.383,0,4,0
11290,B,45,47500.0,1.9,0.622,0,5,0
11291,A,45,52400.0,11.3,0.466,1,3,1
11292,A,41,23300.0,8.4,0.354,3,2,1
11293,A,30,54800.0,7.0,0.186,0,2,0
11294,A,33,59400.0,4.4,0.319,1,4,0
11295,A,41,42400.0,4.2,0.295,0,1,0
11296,B,35,28700.0,9.0,0.43,1,3,0
11297,A,56,44700.0,8.3,0.259,1,4,0
11298,A,39,110000.0,10.9,0.254,0,1,0
11299,A,26,20400.0,5.8,0.333,0,1,0
11300,A,41,36100.0,7.0,0.363,0,1,0
11301,A,35,62400.0,10.3,0.243,0,1,0
11302,A,24,57000.0,8.5,0.092,0,5,0
11303,A,26,69100.0,15.2,0.241,0,5,0
11304,A,23,15600.0,2.2,0.143,0,4,0
11305,A,34,22600.0,4.1,0.428,1,1,1
11306,A,50,30500.0,7.8,0.309,0,2,0
11307,A,52,35800.0,4.4,0.17,1,1,0
11308,B,34,44200.0,2.6,0.068,1,3,0
11309,A,50,31900.0,2.7,0.288,1,2,0
11310,A,26,61700.0,9.7,0.363,1,1,0
11311,A,24,43300.0,12.3,0.205,1,4,0
11312,A,22,54200.0,7.6,0.368,0,2,0
11313,A,41,45400.0,4.4,0.48,0,3,0
11314,A,38,40700.0,8.1,0.444,0,1,0
11315,A,35,30500.0,6.9,0.311,0,3,0
11316,A,58,27500.0,26.8,0.408,0,3,0
11317,B,35,40700.0,14.8,0.379,1,5,0
11318,A,24,27600.0,21.8,0.374,0,1,0
11319,B,50,32700.0,17.5,0.629,1,4,1
11320,A,40,32600.0,12.4,0.169,0,2,0
11321,A,39,33200.0,10.1,0.452,1,3,0
11322,A,64,26100.0,9.5,0.145,1,3,0
11323,A,39,32900.0,4.5,0.391,0,3,1
11324,A,40,30500.0,22.3,0.368,0,2,0
11325,B,31,17700.0,6.0,0.372,0,4,0
11326,A,21,21400.0,13.9,0.172,0,1,0
11327,A,53,37800.0,3.9,0.503,1,2,0
11328,A,35,61500.0,1.8,0.277,0,2,0
11329,A,31,61600.0,4.2,0.414,1,3,0
11330,A,45,61000.0,5.0,0.26,2,1,0
11331,B,45,49500.0,2.4,0.384,0,3,1
11332,A,22,28700.0,19.4,0.204,1,1,0
11333,A,33,20900.0,17.3,0.401,1,1,1
11334,A,21,60400.0,6.9,0.419,0,2,0
11335,A,40,34500.0,13.4,0.081,0,2,0
11336,A,60,63800.0,4.7,0.275,1,2,0
11337,A,25,23500.0,8.0,0.36,0,3,0
11338,A,29,38000.0,8.7,0.229,1,1,0
11339,A,61,34400.0,5.6,0.05,0,2,0
11340,B,45,17100.0,5.5,0.293,0,3,0
11341,A,44,34300.0,6.4,0.264,2,1,0
11342,B,26,34100.0,2.0,0.23,1,3,0
11343,A,55,33600.0,6.0,0.306,0,1,0
11344,A,39,24600.0,8.6,0.312,0,5,0
11345,A,42,19100.0,6.5,0.139,0,2,0
11346,A,31,19600.0,30.0,0.084,0,1,0
11347,A,32,26400.0,7.5,0.216,1,1,0
11348,A,58,45800.0,5.6,0.207,0,1,0
11349,A,47,37300.0,12.9,0.23,1,2,0
11350,A,34,29200.0,18.8,0.359,0,3,0
11351,A,39,63900.0,13.2,0.333,0,4,0
11352,B,57,32200.0,10.4,0.199,1,5,0
11353,A,63,32700.0,8.4,0.362,1,4,0
11354,B,37,25100.0,1.8,0.333,0,5,1
11355,B,42,40000.0,7.8,0.203,0,4,0
11356,A,58,45400.0,7.9,0.54,0,1,1
11357,B,21,16500.0,10.5,0.269,1,5,0
11358,A,33,82900.0,5.6,0.259,0,5,0
11359,B,44,22900.0,4.3,0.602,0,3,0
11360,A,38,17900.0,7.8,0.433,0,1,0
11361,B,53,20300.0,6.3,0.483,0,5,0
11362,A,39,72200.0,12.6,0.31,0,2,0
11363,B,48,51200.0,7.8,0.284,0,5,0
11364,A,26,77700.0,16.7,0.284,0,4,0
11365,A,40,51900.0,7.8,0.342,1,4,0
11366,A,54,29300.0,4.9,0.25,1,2,0
11367,A,31,25600.0,14.0,0.462,0,3,0
11368,A,32,40900.0,5.1,0.095,0,2,0
11369,B,43,27800.0,15.2,0.342,0,5,0
11370,B,30,35600.0,3.4,0.601,0,5,0
11371,A,53,22500.0,10.0,0.339,1,2,0
11372,A,38,16600.0,5.0,0.567,0,1,1
11373,A,21,33000.0,14.4,0.382,0,1,0
11374,A,45,54900.0,9.8,0.43,0,2,0
11375,A,49,42000.0,11.8,0.349,2,3,1
11376,A,29,58200.0,3.6,0.138,0,1,0
11377,A,30,37500.0,19.5,0.141,0,1,0
11378,A,33,38600.0,7.6,0.32,0,2,0
11379,A,50,44700.0,7.3,0.221,0,2,0
11380,A,22,71100.0,14.4,0.356,0,5,0
11381,A,45,54000.0,3.6,0.13,0,1,0
11382,B,33,55700.0,2.5,0.161,1,3,0
11383,A,70,23500.0,7.6,0.55,0,2,0
11384,B,32,25600.0,11.6,0.284,0,2,0
11385,B,49,49000.0,0.9,0.143,0,2,0
11386,A,21,36700.0,9.0,0.325,0,2,0
11387,A,49,70500.0,5.9,0.296,0,2,0
11388,A,56,26400.0,15.0,0.247,0,3,0
11389,A,42,40800.0,5.0,0.404,0,5,0
11390,B,39,35900.0,9.1,0.239,1,4,0
11391,A,40,28800.0,12.1,0.26,0,3,0
11392,A,46,41700.0,18.9,0.199,0,1,0
11393,A,42,29000.0,7.7,0.409,2,1,1
11394,A,34,35300.0,6.7,0.455,0,1,0
11395,A,47,52000.0,14.5,0.245,1,1,0
11396,B,40,31300.0,2.5,0.254,0,4,0
11397,A,37,25300.0,9.3,0.456,0,1,0
11398,B,38,33300.0,4.3,0.499,0,1,0
11399,A,26,48300.0,11.0,0.233,0,3,0
11400,B,52,32300.0,10.5,0.422,1,4,1
11401,A,51,38300.0,22.0,0.338,1,5,0
11402,A,68,34100.0,7.7,0.33,0,2,0
11403,B,39,55300.0,2.3,0.405,0,4,0
11404,B,38,34100.0,5.9,0.41,0,4,0
11405,B,24,39400.0,5.2,0.344,3,4,0
11406,B,36,16000.0,2.2,0.447,2,3,1
11407,A,45,27200.0,5.2,0.615,0,2,0
11408,A,26,47100.0,9.2,0.257,0,2,0
11409,A,41,38300.0,8.4,0.381,0,1,1
11410,A,39,65400.0,9.9,0.207,0,1,0
11411,A,58,10500.0,15.5,0.243,0,2,0
11412,A,45,27500.0,14.0,0.343,0,4,0
11413,A,46,49400.0,14.2,0.284,1,5,0
11414,A,30,14300.0,12.7,0.239,1,1,0
11415,A,48,41300.0,7.7,0.317,0,1,0
11416,A,42,30600.0,12.0,0.314,1,2,0
11417,A,42,29900.0,19.7,0.374,2,5,0
11418,A,64,41100.0,3.2,0.354,1,2,0
11419,A,27,27400.0,13.9,0.411,0,2,0
11420,A,47,65100.0,18.9,0.063,0,2,0
11421,A,39,60800.0,13.8,0.254,0,3,0
11422,B,39,18800.0,3.8,0.406,1,4,0
11423,B,48,33600.0,4.6,0.408,0,4,0
11424,A,33,38100.0,7.4,0.205,0,1,0
11425,B,21,29700.0,10.8,0.43,1,4,1
11426,A,31,31200.0,6.0,0.598,0,1,0
11427,B,21,48600.0,7.4,0.366,2,2,1
11428,A,41,22100.0,4.8,0.406,1,3,0
11429,B,42,28500.0,9.1,0.451,2,3,1
11430,A,53,35200.0,6.4,0.151,1,1,0
11431,A,41,11600.0,6.7,0.447,0,3,0
11432,A,64,32900.0,4.9,0.484,0,2,1
11433,A,60,39700.0,15.3,0.451,0,2,0
11434,A,52,36700.0,10.8,0.325,0,2,0
11435,A,40,35600.0,11.0,0.329,1,2,1
11436,B,31,30700.0,1.8,0.437,2,3,0
11437,B,67,18500.0,4.3,0.244,2,5,1
11438,A,46,36500.0,11.2,0.43,0,1,0
11439,B,26,14200.0,6.3,0.376,0,2,1
11440,A,32,31700.0,3.9,0.307,1,1,0
11441,B,25,30800.0,9.4,0.19,1,3,0
11442,A,46,41800.0,7.5,0.236,0,1,0
11443,B,47,49800.0,7.7,0.437,0,5,0
11444,B,52,38200.0,1.4,0.423,1,4,0
11445,B,67,46300.0,6.1,0.436,0,5,0
11446,A,37,55100.0,8.9,0.409,1,4,0
11447,A,40,34400.0,4.5,0.309,0,1,0
11448,A,26,27700.0,4.4,0.28,1,1,0
11449,A,30,33600.0,5.0,0.321,0,2,0
11450,A,71,28100.0,8.7,0.276,0,2,0
11451,A,38,19700.0,7.8,0.263,0,2,1
11452,A,49,44500.0,9.9,0.181,1,2,0
11453,A,34,49600.0,12.9,0.527,0,3,0
11454,A,50,82900.0,14.4,0.166,1,1,0
11455,B,41,47300.0,4.7,0.52,0,1,0
11456,A,55,64100.0,4.6,0.258,0,2,0
11457,A,38,47100.0,16.6,0.374,3,1,0
11458,B,29,58800.0,6.8,0.286,0,1,0
11459,A,48,44400.0,5.3,0.215,0,1,0
11460,B,24,35400.0,1.7,0.268,0,1,0
11461,B,44,27300.0,0.5,0.481,0,3,0
11462,A,50,23600.0,25.0,0.028,0,3,0
11463,A,45,38600.0,15.8,0.187,1,3,0
11464,A,53,51100.0,28.0,0.058,2,1,0
11465,A,33,18300.0,5.7,0.133,0,1,0
11466,A,52,21000.0,9.8,0.173,0,1,0
11467,A,41,24100.0,4.4,0.197,1,3,0
11468,A,52,19400.0,12.4,0.236,2,1,0
11469,A,42,33300.0,13.6,0.361,0,2,0
11470,A,45,87300.0,10.5,0.438,0,2,0
11471,A,23,71800.0,7.5,0.277,1,1,0
11472,A,65,18000.0,14.0,0.277,0,2,1
11473,B,32,29700.0,4.5,0.546,0,4,0
11474,B,49,62000.0,4.9,0.562,0,5,1
11475,A,46,18500.0,10.1,0.124,0,3,0
11476,A,23,42500.0,5.5,0.252,0,2,0
11477,A,48,38100.0,9.7,0.276,0,2,0
11478,A,45,29700.0,7.8,0.158,0,1,0
11479,A,41,66800.0,3.8,0.251,0,3,0
11480,A,53,39300.0,5.5,0.439,2,1,0
11481,A,28,17900.0,16.2,0.291,0,1,0
11482,A,39,28800.0,11.1,0.495,0,2,0
11483,B,62,21600.0,3.9,0.556,0,3,1
11484,A,21,66200.0,10.3,0.284,0,2,0
11485,B,31,30800.0,0.8,0.164,0,4,0
11486,B,38,21400.0,5.3,0.347,1,3,1
11487,A,46,36400.0,12.7,0.451,3,2,1
11488,B,51,34600.0,6.3,0.47,0,4,0
11489,A,48,80400.0,7.6,0.242,2,1,0
11490,B,34,45900.0,3.0,0.501,0,2,0
11491,A,41,28100.0,9.0,0.395,0,2,0
11492,B,46,34900.0,5.2,0.431,0,5,0
11493,A,41,40000.0,18.2,0.227,0,2,0
11494,A,51,51300.0,4.2,0.283,0,1,0
11495,A,26,23100.0,5.3,0.169,2,2,0
11496,A,44,39800.0,13.3,0.261,0,2,0
11497,B,40,55700.0,1.7,0.275,0,2,0
11498,A,45,61900.0,5.3,0.252,0,4,0
11499,B,23,43000.0,11.4,0.335,0,4,0
11500,A,39,36200.0,19.9,0.178,0,2,0
11501,B,21,37500.0,3.6,0.513,0,4,0
11502,A,65,19000.0,5.0,0.415,2,1,1
11503,B,21,35900.0,3.1,0.225,1,5,0
11504,A,33,93700.0,11.1,0.109,0,2,0
11505,A,51,66700.0,16.0,0.187,0,5,0
11506,A,32,30400.0,13.1,0.417,0,1,0
11507,A,23,22900.0,9.2,0.02,0,5,0
11508,B,45,49200.0,3.2,0.285,0,4,0
11509,B,48,24600.0,3.9,0.133,1,3,0
11510,A,35,36500.0,16.5,0.359,0,3,0
11511,A,21,54200.0,14.9,0.202,0,2,0
11512,A,47,71500.0,4.4,0.36,0,4,0
11513,B,35,15300.0,8.3,0.084,0,5,0
11514,A,47,17700.0,3.5,0.342,0,4,1
11515,B,24,30200.0,7.1,0.356,0,3,0
11516,A,36,25600.0,9.1,0.386,0,1,1
11517,A,45,20500.0,3.8,0.411,1,1,0
11518,A,43,22500.0,5.8,0.292,0,1,0
11519,B,53,36600.0,1.8,0.215,0,4,0
11520,A,50,39800.0,4.2,0.172,0,2,0
11521,A,42,45000.0,6.8,0.386,0,2,0
11522,B,36,22300.0,5.5,0.31,0,5,1
11523,A,32,20500.0,4.0,0.356,2,1,1
11524,B,37,45300.0,2.6,0.612,2,5,0
11525,A,49,41000.0,7.0,0.391,1,1,0
11526,B,66,36300.0,6.2,0.198,3,3,0
11527,A,39,79200.0,6.1,0.337,0,1,0
11528,A,47,18900.0,11.3,0.118,0,2,0
11529,A,25,32800.0,3.7,0.292,0,2,0
11530,B,44,50700.0,1.6,0.375,0,5,1
11531,A,54,30400.0,8.0,0.327,0,1,1
11532,A,48,35100.0,3.7,0.41,0,4,0
11533,A,36,43400.0,4.4,0.461,0,3,0
11534,A,31,68700.0,5.3,0.369,0,1,0
11535,A,59,19200.0,8.7,0.359,0,2,0
11536,A,56,25300.0,18.3,0.246,0,1,0
11537,A,21,25300.0,5.3,0.282,1,1,1
11538,A,53,36400.0,9.5,0.296,0,4,0
11539,B,43,68200.0,1.3,0.248,1,5,0
11540,A,42,41800.0,12.7,0.444,1,2,0
11541,A,25,38100.0,7.4,0.407,0,2,0
11542,A,42,20700.0,6.9,0.335,0,2,0
11543,A,41,78100.0,8.3,0.446,0,4,0
11544,A,47,28900.0,6.5,0.339,1,2,0
11545,A,57,27200.0,6.1,0.398,0,2,0
